"","LASSO","Ridge","Elastic","Unpenalized","sparsity","prop_small","num_obs"
"1",1.85262824155546,2.67623402215484,1.84702711713769,1.81234965598222,0.1,0,200
"2",2.19648890036851,2.70192423144335,2.19544586924102,2.15342293576298,0.1,0,200
"3",1.79099822863569,2.04137114423319,1.7889452304966,1.78838278974693,0.1,0,200
"4",1.66363866064243,1.79811391783246,1.68110666431607,1.72751883228331,0.1,0,200
"5",1.87404578883901,2.36482219053839,1.9259214131195,1.78596629505428,0.1,0,200
"6",1.87763762881343,2.49389164903361,1.87999531272692,1.81825994070356,0.1,0,200
"7",1.83184897844085,1.77961556686781,1.82902909671191,1.91920513855885,0.1,0,200
"8",1.90269135285913,2.15102691320018,1.90336383699673,1.97093717812146,0.1,0,200
"9",1.94692309702704,2.15595322365313,1.94547213215215,1.98068831619438,0.1,0,200
"10",2.24606040723004,2.54317783708049,2.24476387797429,2.27992616564039,0.1,0,200
"11",2.01188080399656,2.7728643306088,1.99833098529185,1.94174627724582,0.1,0,200
"12",1.75478979707801,2.21767794980564,1.75324771128358,1.71648978851151,0.1,0,200
"13",2.02268117115472,2.4457030622891,2.0580337098752,1.96025554180675,0.1,0,200
"14",1.81771942291216,2.11003151577813,1.77982429780916,1.78439925462577,0.1,0,200
"15",2.163270619442,2.46719803645716,2.16280970905077,2.17378500336916,0.1,0,200
"16",2.20530083432698,2.46044162629704,2.20510345918535,2.21295458792757,0.1,0,200
"17",2.08944280567173,2.2289058089057,2.05672916177392,2.17007358124046,0.1,0,200
"18",2.23752694184111,2.93736802354968,2.23462983104119,2.12568919074106,0.1,0,200
"19",1.98576591287467,2.37966665141257,1.98769328043265,1.98109690655772,0.1,0,200
"20",1.77645170112369,1.76533624498457,1.7770591094162,1.87880435568472,0.1,0,200
"21",2.16389391576591,2.58839911620665,2.15045504935069,2.14055064988873,0.1,0,200
"22",1.72756770430486,1.98284630416133,1.71206815711798,1.78896555052856,0.1,0,200
